shape,changeType,blockNum,trialID,response,confidence,rt,subjectID,experimentName,experimentVersion,experimentTime,studyID,sessionID,browserName,browserVersion,displayWindowHeight,displayWindowWidth,displayScreenHeight,displayScreenWidth,change_key,gender,age,taskGuess,purposeGuess,commentText,totalTime,collapsedChange,correctAnswer,fullShapeName,responded_correctly,count,analysisChangeType
shape8,concave_nofill_area1,6,56,different,9,1207.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,concave_nofill_area1,different,shape8_concave_nofill_area1,1,1,concave_nofill
shape2,convex_area1,6,57,different,8,1133.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,convex_area1,different,shape2_convex_area1,1,1,convex
shape1,no_change6,6,58,same,8,2582.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,no_change,same,shape1_no_change6,1,1,none
shape5,no_change6,6,59,different,7,1078.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,no_change,same,shape5_no_change6,0,1,none
catch_shape,change5,6,60,different,9,877.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,change5,different,catch_shape_change5,1,1,none
shape6,no_change5,6,61,same,9,1093.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,no_change,same,shape6_no_change5,1,1,none
shape7,concave_area2,6,62,different,6,2214.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,concave_area2,different,shape7_concave_area2,1,1,concave
shape2,convex_area2,7,63,different,9,1207.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,convex_area2,different,shape2_convex_area2,1,1,convex
shape1,concave_nofill_area2,7,64,different,7,1903.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,concave_nofill_area2,different,shape1_concave_nofill_area2,1,1,concave_nofill
shape3,concave_area1,7,65,same,5,2735.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,concave_area1,different,shape3_concave_area1,0,1,concave
shape6,concave_area2,7,66,different,9,973.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,concave_area2,different,shape6_concave_area2,1,1,concave
shape4,concave_nofill_area2,7,67,different,9,830.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,concave_nofill_area2,different,shape4_concave_nofill_area2,1,1,concave_nofill
shape8,convex_area1,7,68,different,9,845.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,convex_area1,different,shape8_convex_area1,1,1,convex
shape7,convex_area1,7,69,different,9,870.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,convex_area1,different,shape7_convex_area1,1,1,convex
catch_shape,no_change6,7,70,different,6,2166.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,no_change,same,catch_shape_no_change6,0,1,none
shape5,no_change4,7,71,different,6,1296.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,no_change,same,shape5_no_change4,0,1,none
shape1,no_change5,8,72,same,8,1470.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,no_change,same,shape1_no_change5,1,1,none
shape2,concave_area2,8,73,different,9,887.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,concave_area2,different,shape2_concave_area2,1,1,concave
shape4,convex_area1,8,74,different,9,743.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,convex_area1,different,shape4_convex_area1,1,1,convex
shape3,concave_nofill_area1,8,75,different,9,1150.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,concave_nofill_area1,different,shape3_concave_nofill_area1,1,1,concave_nofill
shape7,concave_nofill_area1,8,76,different,9,775.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,concave_nofill_area1,different,shape7_concave_nofill_area1,1,1,concave_nofill
shape6,no_change4,8,77,different,9,767.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,no_change,same,shape6_no_change4,0,1,none
shape5,concave_area1,8,78,different,7,2784.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,concave_area1,different,shape5_concave_area1,1,1,concave
shape8,convex_area2,8,79,different,9,757.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,convex_area2,different,shape8_convex_area2,1,1,convex
catch_shape,change2,8,80,different,9,655.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,change2,different,catch_shape_change2,1,1,none
shape2,concave_nofill_area1,9,81,different,9,1565.0,55b6a2e5fdf99b350d57360e,ducktruck,v001,1037420.0,60e37abdc60a8398fd63c9e4,60ef12f12c286ba9fa30ee2f,Firefox,89,1347,2560,1440,2560,q, -- select an option -- ,,"Click q if you noticed no change between the shape at the start and at the end, click p if you did notice a change. Rate your confidence level on a scale of 1-9.","To see how good people are at perceiving small changes, maybe based on color, speed between observations. ",Worked fine.,1060291.0,concave_nofill_area1,different,shape2_concave_nofill_area1,1,1,concave_nofill
